id_gi,Cita,Publicaciones
22-1,Cita 1,"Oviedo P., Soto A., Van der Meer C. (2009). Evaluación de una unidad educativa sobre inocuidad de alimentos. Región de Los Rios, Chile. XXVIII Jornadas Chilenas de Salud Pública, Santiago. "
22-1,Cita 2,"Maino, M., Soto, A., Díaz, C. (2008). Sistema de Innovación y Asesoría Técnica en Agricultura: Nuevas Miradas, Nuevas Perspectivas. INDAP-FAVET, Santiago de Chile."
22-1,Cita 3,"Soto A., Oviedo P., Urcelay S., Acuña J., Giralt E. (2008). Evaluación del grado de cumplimiento de un protocolo de Pre-Requisitos para asegurar la calidad de alimentos en la agroindustria rural, Chile. XXI Congreso Panamericano de Ciencias Veterinarias PANVET, Guadalajara, Mexico."
22-1,Cita 4,"Oviedo P., Vergara C., Soto A., Nuñez F. (2008).Aplicación y evaluación de una unidad educativa en inocuidad de alimentos en séptimo año de educación escolar básica, Chile. XXI Congreso Panamericano de Ciencias Veterinarias PANVET, Guadalajara, Mexico."
23-1,Cita 1,"Valenzuela, R., Espinosa, A., González-Mañán, D., D'Espessailles, A., Fernández, V., Videla, L.A., Tapia, G. (2012). N-3 long-chain polyunsaturated Fatty Acid supplementation significantly reduces liver oxidative stress in high fat induced steatosis. PLoS One, 7: e46400. "
23-1,Cita 2,"Mardones, M., Valenzuela, R., Romanque, P., Covarrubias, N., Anghileri, F., Fernández, V., Videla, L.A., Tapia, G. (2012). Prevention of liver ischemia reperfusion injury by a combined thyroid hormone and fish oil protocol. J NutrBiochem, 23: 1113-20."
23-1,Cita 3,"González-Mañán, D., Tapia, G., Gormaz, J.G., D'Espessailles, A., Espinosa, A., Masson, L.,  Varela, P., Valenzuela, A., Valenzuela, R. (2012). Bioconversion of α-linolenicacidto n-3 LCPUFA and expression of PPAR-alpha, acylCoenzyme A oxidase 1 and carnitineacyltransferase I are incrementedafterfeedingratswithα-linolenicacid-richoils. Food Funct, 3: 765-72."
23-1,Cita 4,"Carrasco-Pozo, C., Pastene, E., Vergara, C., Zapata, M., Sandoval, C., Gotteland, M. (2012).Stimulation of cytosolic and mitochondrial calcium mobilization by indomethacin in Caco-2 cells: Modulation by the polyphenols quercetin, resveratrol and rutin. BiochimBiophysActa, 1820: 2052-61."
23-1,Cita 5,"Carrasco-Pozo, C., Mizgier, M.l., Speisky, H., Gotteland, M. (2012).Differential protective effects of quercetin, resveratrol, rutin and epigallocatechingallate against mitochondrial dysfunction induced by indomethacin in Caco-2 cells. ChemBiol Interact, 195: 199-205."
23-1,Cita 6,"Sepúlveda, M., Quitral, V., Schwartz, M., Vio, F., Zacarias, I., Werther, K. (2012). Health properties and sensory quality of apple snack destined for school feeding. Arch LatinoamNutr 2011; 61: 423-8."
23-1,Cita 7,"Valenzuela, R., Videla, L.A. (2011). The importance of the long-chain polyunsaturated fatty acid n-6/n-3 ratio in development of non-alcoholic fatty liver associated with obesity. Food Funct, 2: 644-8."
23-1,Cita 8,"Valenzuela, R., Bacuñan, K., Chamorro, R., Valenzuela, A. (2011). Ácidos grasos omega-3, una alternativa nutricional para la prevención y tratamiento del cáncer. RevChilNutr, 38: 219-226."
23-1,Cita 9,"Valenzuela, R., Tapia, G., Valenzuela, A. (2011). Ácidos grasos omega-3 (EPA y DHA) y su aplicación en diversas situaciones clínicas. RevChilNutr 38: 356-367."
23-1,Cita 10,"Jimenez, P., Masson, L., Barriga, A., Chávez, J., Robert, P. (2011). Oxidative stability of oils containing olive leaf extracts obtained by pressure, supercritical and solvent-extraction. Eur J LipidSciTechnol, 113: 497–505."
23-1,Cita 11,"Wiedeman, A., Ochoa, E., Maury, E., Gotteland, M. (2011). Utilización de suplementos nutricionales para el manejo del sobrepeso y obesidad: una revisión de la evidencia. RevChilNutr, 38: 234-242."
23-1,Cita 12,"Carrasco-Pozo, C., Speisky, H., Brunser, O., Pastene, E., Gotteland, M. (2011). Apple peel polyphenols protect against gastrointestinal mucosa alterations induced by indomethacin in rats. J Agric Food Chem, 59: 6459-6466."
23-1,Cita 13,"Carrasco-Pozo, C., Gotteland, M., Speisky, H. (2011). Apple peel polyphenol extract protects against indomethacin-induced damage in Caco-2 cells by preventing mitochondrial complex I inhibition. J Agric Food Chem, 59: 11501-11508."
23-1,Cita 14,"Dubos, C., Vega, N., Carvallo, C., Navarrete, P., Cerda, C., Brunser, O., Gotteland, M. (2011). Identification of Lactobacillus spp. in colostrum from Chilean mothers. Arch LatinoamNutr., 61: 66-68."
23-1,Cita 15,"Brignardello, J., Morales, P., Díaz, E., Brunser, O., Gotteland, M. (2011). Increase of plasma fatty acids without changes in n-6/n-3 PUFA ratio in asymptomatic obese subjects. ArchLatinoamNutr., 61: 149-163."
23-1,Cita 16,"Morales, P., Brignardello, J., Gotteland, M. (2010). La microbiota intestinal: un nuevo actor en el desarrollo de la obesidad. RevMed Chile, 138: 1007-14."
23-1,Cita 17,"Caceres, P., Gotteland, M. (2010). Alimentos probióticos en Chile ¿Qué cepas y que propiedades? RevChilNutr; 37: 97-109. "
23-1,Cita 18,"Gotteland, M., Vizcarra, M., Maury, E. (2010). Efecto de un producto lácteo con probióticos y prebióticos sobre la función digestiva de sujetos sanos y constipados  RevChilNutr  37: 340-351."
23-1,Cita 19,"Ortiz, J., Vivanco, J., Jiménez, P., Leiva, M., Ramírez, L., Bustamante, A. (2010). Nutritionalvalue of theChileanseaweedsCryptonemiaobovata and Rhodymeniacorallina. NatProdCommun 5: 1643-8."
23-1,Cita 20,"Zúñiga, J., Venegas, F., Villarreal, M., Núñez, D., Chandía, M., Valenzuela, R., Tapia, G., Varela, P., Videla, L.A., Fernández, V. (2010). Protection against in vivo liver ischemia-reperfusion injury by n-3 long-chain polyunsaturated fatty acids in the rat. Free Radic Res 44: 854-63."
23-1,Cita 21,"Gotteland M, Cruchet S, Brunser O. (2010). Functional foods in child nutrition. In (2010). Functional food development. En: Smith, J. and Charter, E. (eds.). Wiley Intersciences, Oxford, UK."
23-1,Cita 22,"Brunser, O., Gotteland, M. (2010). Prebiotics and probiotics in human health: an overview. En: Watson, R. and Preedy, V. Bioactive foods in health promotion: probiotics and prebiotic. Ed. Academic press, Kidlingto, UK, (in press)."
23-1,Cita 23,"Brunser, O., Cruchet, S., Gotteland, M. (2010). Probiotics as a tool for the management of Helicobacter pylori. US GastroenterolHepatol Rev 6: 22-26."
23-1,Cita 24,"Cáceres, P., Montes, S., Vega, N., Cruchet, S., Brunser, O., Gotteland, M. (2010). Lactobacillus rhamnosus HN001 modulates intestinal immunity but does not prevent acute respiratory infections in children. J Pediatr Infect Dis 5: 353-362."
23-1,Cita 25,"Carrasco-Pozo, C., Gotteland, M., Speisky, H. (2010). Apple peel polyphenols inhibit oxidative stress, mitochondrial damage and cytotoxicity induced by indomethacin and hydrogen peroxide in Caco-2 Cells.  J Pharmacy Pharmacol 62: 943-50."
23-1,Cita 26,"Mangin, I., Suau, A., Gotteland, M., Brunser, O., Pochart, P. (2010). Amoxicillin treatment modifies the composition of Bifidobacterium  species in  infant intestinal microbiota. Anaerobe, 16: 43-38."
23-1,Cita 27,"Valenzuela, R., Bascuñán, K.A., Chamorro, R.A., Valenzuela, A. (2009). Ácidos grasos omega-3, enfermedades psiquiatricas y neurodegenerativas: un nuevo enfoque preventivo y terapéutico. RevChilNutr 36: 1120-1128."
23-1,Cita 28,"Valenzuela R, Bascuñán KA, Valenzuela A. (2008). Ácido docosahexaenoico (DHA): una perspectiva nutricional para la prevención de la enfermedad de alzheimer. RevChilNutr 35 (S1):250-261."
23-1,Cita 29,"Gotteland, M., Andrews, M., Toledo, M., Muñoz, L., Caceres, P., Wittig, E., Speisky, H., Salazar, G. (2008). Inhibition of H. pylori colonization with cranberry juice and/or L. johnsonii La1 in children: a randomized, double blind,  placebo-controlled clinical trial. Nutrition, 24: 421-26."
23-1,Cita 30,"Mao, M., Yu, T., Xiong, Y., Wang, Z., Liu, H., Gotteland, M., Brunser, O. (2008). Effect of a lactose-free milk formula supplemented with bifidobacteria and streptococci on the recovery from acute diarrhoea. Asia Pac J ClinNutr, 17: 30-34. "
23-1,Cita 31,"Speisky, H., Peña, A., Gomez, M., Fredes, C., Hurtado, M.l., Gotteland, M., Brunser, O. (2008). Antioxidants in Chilean berries. ActaHort, 777: 485-92."
23-1,Cita 32,"Haschke-Becher, E., Brunser, O., Cruchet, S., Gotteland, M., Haschke, F., Bachmann, C. (2008). Urinary D-lactate excretion in infants receiving Lactobacillus johnsonii with formula. Ann NutrMetab, 53: 240-4."
23-2,Cita 1,"Ortiz, J. , Vivanco, J.P., Quitral, V., Larraín, M.A., Concha, G., Aubourg, S. (2012). Changes in Freshness during Frozen Storage of Farmed Coho Salmon: Effect of Replacement of Synthetic Antioxidants by Natural Ones in Fish Feeds. North American Journal of Aquaculture 74:224–229. "
23-2,Cita 2,"Sepúlveda, M., Quitral, V., Schwartz, M., Vió, F., Zacarías, I., Kern, W. (2011). Propiedades saludables y calidad sensorial de snack de manzanas   destinadas a alimentación escolar. Archivos Latinoamericanos de Nutrición. Volumen 61. "
23-2,Cita 3,"Schwartz, M., Quitral, V., Dacarett, C., Callejas, R. (2011). Efecto de la adición de ajo en la estabilidad y calidad sensorial de una pasta de aceituna. Grasas y Aceites 62(3): 337-343. "
23-2,Cita 4,"Jimenez, P., Masson, L., Barriga, A., Chavez, J., Robert, P. (2011) Oxidative stability of different unsaturation oils enriched with olive leaves extracts obtained by ressing, supercritical CO2, and solvent extraction. European Journal of Lipid Science and Technology, 113 (4), 497-505."
23-2,Cita 5,"Ortiz, J., Vivanco, J., Jimenez, P., Leiva, M., Ramirez, L., Bustamante, A. (2010) Nutritional Value of the Chilean Seaweeds Cryptonemia obovata and Rhodymenia coralline. Natural Products Communications, 5(10), 1643-1648"
23-2,Cita 6,"Mendez, C., Masson, L., Jimenez, P. (2010). Estabilización de aceite de pescado por medio de antioxidantes naturales. Aceites y Grasas (A&G), tomo XX, 5, 492-500"
23-2,Cita 7,"Quitral, V., Donoso, Mª L., Acevedo, N. (2009). Comparación físico-química y sensorial de huevos de campo, orgánicos y comerciales. Revista Salud Pública y Nutrición (RESPYN) Vol 10(2). Abril-Junio."
23-2,Cita 8,"Schwartz, M., Quitral, V., Dacarett, C., Callejas, J. (2009). Desarrollo de una pasta untable de aceitunas variedad Sevillana. Grasas y Aceites 60(5): 453-459. "
23-2,Cita 9,"Quitral, V.,  Donoso, Mª L., Ortiz, J., Herrera, Mª V., Araya, H. y Aubourg, S. (2009). Chemical changes during the chilled storage of Chilean mackerel (Trachurus murphyi): Effect of a plant-extract icing system. LWT – Food Science and Technology 42  1450-1454"
23-2,Cita 10,"Ortiz, J., Uquiche, E., Robert, P., Romero, N., Quitral, V., Llanten, C. (2009). Functional and nutritional value of the Chilean seaweeds Codium fragile, Gracilaria chilensis and Macrocystis pyrifera. Eur. J. Lipid Sci. Technol., 111, 320-327 "
23-2,Cita 11,"García, P., Vega, J., Jiménez, P., Santos, José., Robert, P. (2009). Alpha-tocopherol microspheres with cross-linked and acetylated inulin and their release profile in a hydrophilic model. European Journal of Lipid Science and Technology. (Aceptado, in press)."
24-1,Cita 1,"Aguilera-Venegas, B., Olea-Azar, C., Arán, V.J., Maya, J.D., Kemmerling, U., Speisky, H., Mendizábal, F. (2012). Electrochemical, ESR and Theoretical Insights into the Free Radical Generation by 1,1'-Hydrocarbylenebisindazoles and Its Evaluation as Potential Bio-Active Compounds. Int. J. Electrochem Sci., 7: 5837-5863"
24-1,Cita 2,"Sandoval-Acuña, C., Lopez-Alarcón, C., Aliaga, M.E., Speisky, H. (2012). Inhibition of mitochondrial complex I by various non-steroidal anti-inflammatory drugs and its protection by quercetin via a  coenzyme Q-like action. Chemico-Biological Interact 199(1):18-28"
24-1,Cita 3,"Carrasco-Pozo, C., Mizgier, M.L., Speisky, H., Gotteland, M. (2012).Differential protective effects of quercetin, resveratrol, rutin and epigallocatechingallate against mitochondrial dysfunction induced by indomethacin in Caco-2 cells. ChemBiol Interact 195(3):199-205 "
24-1,Cita 4,"Aliaga, M.E., López-Alarcón, C., García-Río, L., Martín-Pastor, M., Speisky, H. (2012). Redox-changes associated with the glutathione-dependent ability of the Cu(II)-GSSG complex to generate superoxide. Bioorg Med Chem 20(9):  2869-2876 "
24-1,Cita 5,"Speisky, H., López-Alarcón, C., Gómez, M., Fuentes, J., Sandoval-Acuña, C. (2012).First web-based database on total phenolics and oxygen radical absorbance capacity (ORAC) of fruits produced and consumed within the south Andes region of South America. J Agric Food Chem 80(36):8851-8859 "
24-1,Cita 6,"Sandoval-Acuña, C., Lopez-Alarcón, C., Aliaga, M.E., Speisky, H. (2012). Inhibition of mitochondrial complex I by various non-steroidal anti-inflammatory drugs and its protection by quercetin via a coenzyme Q-like action. ChemBiol Interact 199(1):18-28 "
24-1,Cita 7,"Carrasco-Pozo, C., Speisky, H., Brunser, O., Pastene, E., Gotteland, M. (2011). Apple Peel Polyphenols Protect against Gastrointestinal Mucosa Alterations Induced by Indomethacin in Rats. J Agric Food Chem. 59: 6459-6466. "
24-1,Cita 8,"Henríquez, C., López-Alarcón, C.,  Gómez, M., Lutz, M. and  Speisky, H. (2011). Time-dependence of Ferric Reducing Antioxidant Power (FRAP) index in apples and berries. Arch. Latinoamericanos de Nutrición .61(3):323-332 "
24-1,Cita 9,"López-Alarcón, C., Lissi, E., Hoffmann, P., Mella,J.,  Pessoa-Mahana, C.D., Speisky, H.,  Möller, M.,  Ferrer-Sueta, G. and Denicola, A. (2011). Interaction of 5-aminosalicylic acid with nitrous acid: formation of the diazonium derivative and nitric oxide release. J. Chem. 89: 628–638 "
24-1,Cita 10,"Faúndez, M., Rojas, M., Bohle, P., Reyes, C., Letelier, M.E., Aliaga, M.E., Speisky, H., Lissi, E., López-Alarcón, C. (2011). Pyrogallol red oxidation induced by superoxide radicals: Application to evaluate redox cycling of nitro compounds. Anal Biochem 419(2):284-291 "
24-1,Cita 11,"Carrasco-Pozo C, Gotteland M, Speisky H. (2011). Apple peel polyphenol extract protects against indomethacin-induced damage in Caco-2 cells by preventing mitochondrial complex I inhibition. J Agric Food Chem  59(2):11501-11508 "
24-1,Cita 12,"Aliaga, M.E., Carrasco-Pozo, C., López-Alarcón, C., Olea-Azar, C., Speisky, H. (2011). Superoxide-dependent reduction of free Fe(3+) and release of Fe(2+) from ferritin by the physiologically-occurring Cu(I)-glutathione complex. Bioorg Med Chem, 19(1):534-541 "
24-1,Cita 13,"Speisky, H., López-Alarcón, C., Olea-Azar, C., Sandoval-Acuña, C., Aliaga, M.E. (2011). Role of superoxide anions in the redox changes affecting the physiologically occurring cu(i)-glutathione complex. BioinorgChemAppl  article ID 674149 (8 p.) "
24-1,Cita 14,"Ortiz R, Antilén M, Speisky H, Aliaga ME, López-Alarcón C. (2011). Analytical parameters of the microplate-based ORAC-pyrogallol red assay. J AOAC Int 94(5):1562-1566 "
24-1,Cita 15,"Henríquez, C., López-Alarcón, C., Gómez, M., Lutz, M., Speisky, H. (2011). Time-dependence of ferric reducing antioxidant power (FRAP) index in Chilean apples and berries. Arch LatinoamNutr, 61(3):323-332 "
24-1,Cita 16,"Carrasco-Pozo, C., Gotteland, M., Speisky, H. (2010). Protection by apple peel polyphenols against indomethacin-induced oxidative stress, mitochondrial damage and cytotoxicity in Caco-2 Cells. J Pharm Pharmacol 62: 943-950 "
24-1,Cita 17,"Pastene, E., Speisky, H., García, A., Moreno, J., Troncoso, M., Figueroa, G. (2010). In vitro and in vivo effects of apple peel polyphenols against Helicobacter pylori. J Agric Food Chem 58(12):  7172-7179 "
24-1,Cita 18,"Henríquez, C., Speisky, H., Chiffelle, I., Valenzuela, T., Simpson, R., Almonacid, S. (2010). Development of an ingredient containing apple peel, as a source of polyphenols and dietary fiber. J Food Sci 75(6):H172-181 "
24-1,Cita 19,"Aliaga, M.E., López-Alarcón, C., Barriga, G., Olea-Azar, C., Speisky, H. (2010). Redox-active complexes formed during the interaction between glutathione and mercury and/or copper ions. J InorgBiochem, 10104(10):1084-1090 "
24-1,Cita 20,"Speisky, H., Gómez, M., Burgos-Bravo, F., López-Alarcón, C., Jullian, C., Olea-Azar, C., Aliaga, M.E. (2009). Generation of superoxide radicals by copper-glutathione complexes: Redox-consequences associated with their interaction with reduced glutathione. Bioorg Med Chem 17(5):1803-1810 "
24-1,Cita 21,"Pastene, E., Troncoso, M., Figueroa, G., Alarcón, J., Speisky, H. (2009).
Association between polymerization degree of apple peel polyphenols and inhibition of Helicobacter pylori urease. J Agric Food Chem  57(2):416-424 "
24-1,Cita 22,"Pastene, E., Speisky, H., Troncoso, M., Alarcón, J., Figueroa, G. (2009). In vitro inhibitory effect of apple peel extract on the growth of Helicobacter pylori and respiratory burst induced on human neutrophils. J Agric Food Chem 57(17):7743-7749 "
24-1,Cita 23,"Espinoza, M., Olea-Azar, C., Speisky, H., Rodrígues, J. (2009). Determination of reactions between free radicals and selected Chilean wines and transition metals by ESR and UV-vis technique. SpectrochimActa A MolBiomolSpectrosc 71(5):1638-1643 "
24-1,Cita 24,"Speisky, H., Gómez, M., Carrasco-Pozo, C., Pastene, E., Lopez-Alarcón, C., Olea-Azar C. (2008). Cu(I)-Glutathionecomplex: a potentialsource of superoxideradicalsgeneration. Bioorg Med Chem; 16(13): 6568-6574 ."
